timestamp,step,epoch,train_loss,eval_loss,learning_rate,examples_seen,examples_per_sec,no_truncation,context_only_truncated,assistant_partial_loss,assistant_complete_loss,skipped_no_labels
2026-01-13 11:54:44,10,0.0015,0.8555,,9.230769230769232e-06,320,,0,0,0,0,0
2026-01-13 11:55:44,20,0.0031,0.8479,,1.9487179487179488e-05,640,,0,0,0,0,0
2026-01-13 11:56:47,30,0.0046,0.832,,2.9743589743589744e-05,960,,0,0,0,0,0
2026-01-13 11:57:48,40,0.0062,0.8086,,4e-05,1280,,0,0,0,0,0
2026-01-13 11:58:51,50,0.0077,0.787,,5.025641025641026e-05,1600,,0,0,0,0,0
2026-01-13 11:59:54,60,0.0092,0.7953,,6.0512820512820515e-05,1920,,0,0,0,0,0
2026-01-13 12:00:59,70,0.0108,0.7799,,7.076923076923078e-05,2240,,0,0,0,0,0
2026-01-13 12:02:00,80,0.0123,0.8198,,8.102564102564103e-05,2560,,0,0,0,0,0
2026-01-13 12:03:03,90,0.0139,0.8114,,9.128205128205129e-05,2880,,0,0,0,0,0
2026-01-13 12:04:06,100,0.0154,0.8083,,0.00010153846153846153,3200,,0,0,0,0,0
2026-01-13 12:05:06,110,0.0169,0.7839,,0.0001117948717948718,3520,,0,0,0,0,0
2026-01-13 12:06:11,120,0.0185,0.8138,,0.00012205128205128207,3840,,0,0,0,0,0
2026-01-13 12:07:13,130,0.02,0.812,,0.0001323076923076923,4160,,0,0,0,0,0
2026-01-13 12:08:17,140,0.0216,0.7931,,0.00014256410256410258,4480,,0,0,0,0,0
2026-01-13 12:09:19,150,0.0231,0.7961,,0.00015282051282051282,4800,,0,0,0,0,0
2026-01-13 12:10:20,160,0.0246,0.7674,,0.0001630769230769231,5120,,0,0,0,0,0
2026-01-13 12:11:24,170,0.0262,0.7997,,0.00017333333333333334,5440,,0,0,0,0,0
2026-01-13 12:12:27,180,0.0277,0.7713,,0.00018358974358974358,5760,,0,0,0,0,0
2026-01-13 12:13:29,190,0.0292,0.7731,,0.00019384615384615385,6080,,0,0,0,0,0
2026-01-13 12:14:30,200,0.0308,0.78,,0.00019999980112937933,6400,,0,0,0,0,0
2026-01-13 12:15:31,210,0.0323,0.8104,,0.0001999975638439806,6720,,0,0,0,0,0
2026-01-13 12:16:34,220,0.0339,0.8038,,0.00019999284074070884,7040,,0,0,0,0,0
2026-01-13 12:17:36,230,0.0354,0.7936,,0.00019998563193697472,7360,,0,0,0,0,0
2026-01-13 12:18:38,240,0.0369,0.7955,,0.00019997593761198027,7680,,0,0,0,0,0
2026-01-13 12:19:40,250,0.0385,0.8311,,0.00019996375800671466,8000,,0,0,0,0,0
2026-01-13 12:20:42,260,0.04,0.7801,,0.00019994909342394804,8320,,0,0,0,0,0
2026-01-13 12:21:46,270,0.0416,0.7615,,0.00019993194422822415,8640,,0,0,0,0,0
2026-01-13 12:22:50,280,0.0431,0.8024,,0.00019991231084585113,8960,,0,0,0,0,0
2026-01-13 12:23:51,290,0.0446,0.7835,,0.00019989019376489097,9280,,0,0,0,0,0
2026-01-13 12:24:54,300,0.0462,0.7968,,0.00019986559353514746,9600,,0,0,0,0,0
2026-01-13 12:25:55,310,0.0477,0.815,,0.00019983851076815242,9920,,0,0,0,0,0
2026-01-13 12:26:57,320,0.0493,0.7946,,0.00019980894613715042,10240,,0,0,0,0,0
2026-01-13 12:27:59,330,0.0508,0.7761,,0.00019977690037708233,10560,,0,0,0,0,0
